2024-04-08 18:34:00,945 INFO    StreamThr :4778 [internal.py:wandb_internal():86] W&B internal server running at pid: 4778, started at: 2024-04-08 18:34:00.945018
2024-04-08 18:34:00,946 DEBUG   HandlerThread:4778 [handler.py:handle_request():146] handle_request: status
2024-04-08 18:34:00,950 INFO    WriterThread:4778 [datastore.py:open_for_write():87] open: /Users/pratikkadlak/Documents/Convolution_Neural_Network_a2/PartA/wandb/run-20240408_183400-4zowxw4t/run-4zowxw4t.wandb
2024-04-08 18:34:00,950 DEBUG   SenderThread:4778 [sender.py:send():378] send: header
2024-04-08 18:34:00,975 DEBUG   SenderThread:4778 [sender.py:send():378] send: run
2024-04-08 18:34:01,690 INFO    SenderThread:4778 [dir_watcher.py:__init__():211] watching files in: /Users/pratikkadlak/Documents/Convolution_Neural_Network_a2/PartA/wandb/run-20240408_183400-4zowxw4t/files
2024-04-08 18:34:01,690 INFO    SenderThread:4778 [sender.py:_start_run_threads():1099] run started: 4zowxw4t with start time 1712581440.945859
2024-04-08 18:34:01,703 DEBUG   HandlerThread:4778 [handler.py:handle_request():146] handle_request: check_version
2024-04-08 18:34:01,703 DEBUG   SenderThread:4778 [sender.py:send_request():405] send_request: check_version
2024-04-08 18:34:01,806 DEBUG   HandlerThread:4778 [handler.py:handle_request():146] handle_request: run_start
2024-04-08 18:34:01,811 DEBUG   HandlerThread:4778 [system_info.py:__init__():26] System info init
2024-04-08 18:34:01,811 DEBUG   HandlerThread:4778 [system_info.py:__init__():41] System info init done
2024-04-08 18:34:01,811 INFO    HandlerThread:4778 [system_monitor.py:start():194] Starting system monitor
2024-04-08 18:34:01,811 INFO    SystemMonitor:4778 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-08 18:34:01,811 INFO    HandlerThread:4778 [system_monitor.py:probe():214] Collecting system info
2024-04-08 18:34:01,812 INFO    SystemMonitor:4778 [interfaces.py:start():190] Started cpu monitoring
2024-04-08 18:34:01,812 DEBUG   HandlerThread:4778 [system_info.py:probe():150] Probing system
2024-04-08 18:34:01,812 INFO    SystemMonitor:4778 [interfaces.py:start():190] Started disk monitoring
2024-04-08 18:34:01,815 INFO    SystemMonitor:4778 [interfaces.py:start():190] Started gpuapple monitoring
2024-04-08 18:34:01,816 INFO    SystemMonitor:4778 [interfaces.py:start():190] Started memory monitoring
2024-04-08 18:34:01,816 INFO    SystemMonitor:4778 [interfaces.py:start():190] Started network monitoring
2024-04-08 18:34:01,820 DEBUG   HandlerThread:4778 [system_info.py:_probe_git():135] Probing git
2024-04-08 18:34:01,838 DEBUG   HandlerThread:4778 [system_info.py:_probe_git():143] Probing git done
2024-04-08 18:34:01,838 DEBUG   HandlerThread:4778 [system_info.py:probe():198] Probing system done
